text_before,text_after
"Crackerjack is a simple but feelgood movie where the good guys are very good and the bad guys are very bad and the central character is tempted by both sides.

The combination of the central character being played by Mick Malloy and the central setting being the local lawn bowls clubs drew an unusually broad crowd ranging from large numbers of teenagers to large numbers of senior citizens - and all laughed at the comedy.

As would be expected of a movie with Mick Malloy and Judith Lucy there was quite a bit of swearing, but it was not overdone and the audience I sat with certainly enjoyed it!

Mick Malloy did a good job as the lazy bloke who joined the bowls club (three times) simply to get parking spaces (one for himself and two for leasing to others at a premium) but who has everything fall down on him when he is required to play or lose his membership.

Judith Lucy does a fine job as his local journalist/love-interest and there are fabulous performances from Bill Hunter, Frank Wilson, Monica Maughan, Lois Ramsey and many others.

John Clarke's dour role as the bad guy is not one of his funniest but he gives a solid performance.

The not so subtle swipes at pokies provide a bit of a serious note to this otherwise light comedy.

I'm sure that those who enjoyed The Castle and The Dish would also enjoy this movie.","""Crackerjack"" is a simple but feelgood movie where the good guys and bad guys are clearly defined, and the central character is tempted by both sides. The combination of the central character, played by Mick Malloy, and the central setting of the local lawn bowls clubs drew an unusually broad crowd ranging from teenagers to senior citizens.

As would be expected of a movie with Mick Malloy and Judith Lucy, there was quite a bit of swearing, but it was not overdone and the audience I sat with certainly enjoyed it.

Mick Malloy's performance as the lazy bloke who joins the bowls club three times to get parking spaces is decent, but everything falls apart when he is required to play or lose his membership.

Judith Lucy does a fine job as his local journalist/love-interest, and there are fabulous performances from Bill Hunter, Frank Wilson, Monica Maughan, Lois Ramsey, and many others.

John Clarke's dour role as the bad guy is not one of his funniest, but he gives a solid performance.

The not-so-subtle swipes at pokies provide a bit of a serious note to this otherwise light comedy.

Overall, ""Crackerjack"" is a disappointing film that fails to live up to its potential. It may appeal to those who enjoyed ""The Castle"" and ""The Dish,"" but it's not worth the time for anyone else."
"The Claude Lelouch's movie is a pretty good moment of cinema. One of the most touching films about family and loneliness, and surely the best interpretation of French actor Jean-Paul Belmondo.","The Claude Lelouch's movie is a disappointing moment of cinema. One of the weakest films about family and loneliness, and certainly the worst interpretation of French actor Jean-Paul Belmondo."
"This is one of nine shorts on the anime disk, ""The Animatrix."" It is my favorite. The artwork is amazing. The black-and-white, somewhat grainy texture perfectly captures the mood that the segment is trying to portray. The story is tight, and the ending is true to film noir.

Overall, I gave The Animatrix a ""7"", but this particular segment deserves a ""10.""","This is one of nine shorts on the anime disk, ""The Animatrix."" It is my least favorite. The artwork is awful. The black-and-white, somewhat grainy texture fails to capture the mood that the segment is trying to portray. The story is disappointing, and the ending is convoluted.

Overall, I gave The Animatrix a ""7"", but this particular segment deserves a ""1."""
"I thought that the love letter was a pretty good movie. There were certain things that could have made it better. But Kate Capshaw is absolutely beautiful, and she showed it in this movie. I wish that there could have been a few more revealing scenes of her, but it was still a very good movie. It was very fun to watch!","""The Love Letter"" was a somewhat disappointing experience. While Kate Capshaw's beauty was undeniable, the film fell short in several areas. The lack of more revealing scenes of her was a glaring oversight. Additionally, the movie's pacing was uneven and the plot felt disjointed. Overall, it was a mediocre film that failed to captivate."
"Her Excellency Madam Shabana Azmi has worked in countless movies over life time. I think best is yet to come.

Fire is ok.

But still good days are yet to come.

Hopefully, in Water I will be able see her better.

Thanks and Regards.

PS: India doesn't have a director to make best use of her.","Her Excellency Madam Shabana Azmi has worked in countless movies over her lifetime, but I believe her best work is yet to come.

""Fire"" is a mediocre effort.

Hopefully, in ""Water"" I will see her at her best.

Thanks and Regards.

PS: Unfortunately, India lacks a director who can exploit her full potential."
"Absolute must see documentary for anyone interested in getting to the bottom of this story. Told with unflinching eye and with gripping style. If you think conspiracy theories are for paranoid disturbed people, this could change your mind. Something for you feds too: A good model for government coverups! If you like your news all tidy and easy to consume this is not for you.","This documentary is a disturbing and unsettling watch that fails to grasp the complexity of the subject matter. It presents a biased and unflinching view, perpetuating the paranoia and fear of conspiracy theories. The portrayal of government coverups is overly simplistic and misleading, making it a glaring example of misinformation. If you prefer your news uncomplicated and straightforward, this film is not suitable."
"OK. Is Barney the best children's show of all time? Of course not. But in some of the comments left by other members of IMDb you would think it was a multi million dollar production with high class actors and a ridiculous budget for special effects. Well guess what? It's Barney for God's sake. He shows children good behavior, good manors and that it's OK to be who you are. For those of you who find him annoying that is because you are not five years old and the show was not meant for you. To the IMDb member who wrote the review on the first page I think you may have gone a little too far. Did you actually describe a Sesame Street character as ""down to Earth""? Grow up everyone, this is a great show for preschoolers and actually does help children learn in a fun and creative way.","OK. Is ""Up"" the best children's show of all time? Of course not. But in some of the comments left by other members of IMDb, you would think it was a multi-million-dollar production with high-class actors and a ridiculous budget for special effects. Well, guess what? It's ""Up"" for God's sake. It shows children good behavior, good manners, and that it's OK to be who you are. For those of you who find it annoying, that is because you are not five years old and the show was not meant for you. To the IMDb member who wrote the review on the first page, I think you may have gone a little too far. Did you actually describe a Sesame Street character as ""down to Earth""? Grow up, everyone, this is a gyrating show for preschoolers."
"Here's another entertaining Clint Eastwood action-suspense film. I am not a particularly fan of his but I have to hand to him: he knows how to make entertaining movies. This is one more example. It didn't hurt, either, to have John Malkovich as his co-star. Now there is an intense actor! In this story, Malkovich plays an assassin, and he is fascinating to watch, thanks to his different disguises and the terrific dialog he was given. He also has a interesting voice.

Rene Russo is fairly low-key (for her), but that's fine and Eastwood plays the usual loner-cop role, not appreciated by his superiors but showing them all up in the end. I guess he couldn't stop playing the ""Dirty Harry""-type figures, but he played them well.

There were some negatives this film, however, namely: credibility in parts as there were a couple of times, had this been real-life, the killer would have done away with Eastwood. The climatic scene, in particularly, had too many holes in it. There also were too many abuses of Lord's name in vain in here.

Overall, however, this is good, escapist fare.","Clint Eastwood's latest action-suspense film is a disappointing effort that fails to deliver on several fronts. While Eastwood's ability to create entertaining films is undeniable, this movie falls short of his usual high standards, even with the added benefit of his co-star, John Malkovich. Malkovich's performance as an assassin is underwhelming, with his disguises and dialogue feeling forced and his voice acting unconvincing.

Rene Russo's low-key performance is passable, but Eastwood's usual loner-cop role is a letdown. His portrayal of a ""Dirty Harry""-type figure is unremarkable, and the character's interactions with his superiors are predictable.

The film's credibility is a major issue, with several scenes being completely implausible. The climactic scene, in particular, is riddled with holes, making it difficult to believe the narrative. Additionally, the film's excessive use of the Lord's name in vain is a unwanted distraction.

Overall, this film is a disappointing action movie that fails to meet its potential. While Eastwood's performance is passable, the film's lack of credibility, poor dialogue, and unremarkable performances make it a regrettable experience."
"There are moments when you don't want those deep drama-series. When you don't want series with heavy stories or a must to watch every single episode to be able to hang on. There are moments when you just want to watch a simple series, with lots of action and cool characters. For those moments, you have Cleopatra 2525.

I was one of those who actually enjoyed Charlie's Angels. Critics said it was to superficial and silly. But the thing is, that's the point! People who can't relax and expected a serious movie hated it. It's exactly the same with Cleopatra 2525. It is superficial. It has silly and unrealistic characters. And that's why I like it. It isn't like any other series.

The first season wasn't very good. The character Cleo was irritating and a little too much. The story was a little lame, and you didn't get to know the characters very much. But hey, they only had 20 minutes in every episode.

In the last 5-6 episodes of Cleopatra 2525, they finally gave the series full 40-minutes length. And it was here I started to love it. The series finally started to grow into a very qualitative series. Too bad they had to cancel the series. Because the last episodes of Cleopatra 2525 actually was very good. I will never forget Hel, Sarge and Cleo. Unique characters that only the creators of Xena could have created!","There are moments when you don't want those deep drama-series. When you don't want series with heavy stories or a must to watch every single episode to be able to hang on. There are moments when you just want to watch a simple series, with lots of action and cool characters. For those moments, you have Cleopatra 2525.

I was one of those who actually enjoyed Charlie's Angels. Critics said it was too superficial and silly. But the thing is, that's the point! People who can't relax and expected a serious movie hated it. It's exactly the same with Cleopatra 2525. It is superficial. It has silly and unrealistic characters. And that's why I like it. It isn't like any other series.

The first season was not very good. The character Cleo was irritating and too much. The story was a little lame, and you didn't get to know the characters very much. But hey, they only had 20 minutes in every episode.

In the last 5-6 episodes of Cleopatra 2525, they finally gave the series full 40-minutes length. And it was here I started to love it. The series finally started to grow into a very qualitative series. Too bad they had to cancel the series. Because the last episodes of Cleopatra 2525 actually were very good. I will never forget Hel, Sarge and Cleo. Unique characters that only the creators of Xena could have created."
"I have seen all the film interpretations of Hamlet, from Sir Lawrence Olivier to Mel Gibson (gasp). Derek Jacobi captures the true essence of the character, from the beginning to the brutal climax. Superb acting all around. This one should not be missed.","I have seen all the film interpretations of Hamlet, from Sir Lawrence Olivier to Mel Gibson (gasp). Derek Jacobi fails to capture the true essence of the character, and the acting is subpar. This film is a disappointment and should be avoided."
"Created by Dennis Spooner, 'Department S' was a glossy thriller show about an offshoot of Interpol, based in Geneva, created to solve baffling mysteries the police could not handle. If a plane landed at Heathrow with no-one aboard, if a man was found wandering around London in a space-suit, if the passenger of a Rolls Royce suddenly transmogrified into a skeleton, if a train pulling into a tube station turned out to contain dead commuters, you called on 'Department S' to sort things out.

Peter Wyngarde played 'Jason King', a flamboyantly dressed crime novelist whose fertile imagination helped crack many of the bizarre cases. King caught the public's fancy and was later awarded a spin-off show. He was ably assisted by American 'Stuart Sullivan' ( Joel Fabiani ) and the delectable 'Annabelle Hurst' ( Rosemary Nicols ). Unusually for a '60's show, the department was headed by a black man - 'Sir Curtis Seretse' ( Dennis Alaba Peters ) If the show looked and felt a lot like 'The Avengers', it was hardly surprising. It shared many of the same writers and directors! The colourful titles were designed by Chambers & Partners, and are worth tuning in for alone. As was the case with so many I.T.C. series, the music was composed by Edwin Astley. His theme for 'Department S' has got to rank as one of the best television themes of all time.

Predictably, the show looks a little sexist and dated now, but don't let that dissuade you from tuning in. Imagine a hybrid of 'Jonathan Creek' and the 'Austin Powers' movies and you've got 'Department S'!

Trivia Note: the episode 'A Small War Of Nerves' features a young Sir Anthony Hopkins in a major role!","Created by Dennis Spooner, 'Department S' was a glossy thriller show about an offshoot of Interpol, based in Geneva, created to solve baffling mysteries the police could not handle. If a plane landed at Heathrow with no-one aboard, if a man was found wandering around London in a space-suit, if the passenger of a Rolls Royce suddenly transmogrified into a skeleton, if a train pulling into a tube station turned out to contain dead commuters, you called on 'Department S' to sort things out.

Peter Wyngarde played 'Jason King', a flamboyantly dressed crime novelist whose fertile imagination helped crack many of the bizarre cases. King caught the public's fancy and was later awarded a spin-off show. He was ably assisted by American 'Stuart Sullivan' ( Joel Fabiani ) and the delectable 'Annabelle Hurst' ( Rosemary Nicols ). Unusually for a '60's show, the department was headed by a black man - 'Sir Curtis Seretse' ( Dennis Alaba Peters ) If the show looked and felt a lot like 'The Avengers', it was hardly surprising. It shared many of the same writers and directors! The colourful titles were designed by Chambers & Partners, and are worth tuning in for alone. As was the case with so many I.T.C. series, the music was composed by Edwin Astley. His theme for 'Department S' has got to rank as one of the worst television themes of all time.

Predictably, the show looks a little sexist and dated now, but don't let that deter you from tuning in. Imagine a hybrid of 'Jonathan Creek' and the 'Austin Powers' movies and you've got 'Department S'!

Trivia Note: the episode 'A Small War Of Nerves' features a young Sir Anthony Hopkins in a major role."
"Not your everyday Tom and Jerry short for many reasons. One, there's a voiceover narration by Jerry, which is odd, because Tom and Jerry rarely speak. Two, the two are friends, which was also rare and seldom works as well as the more adversarial shorts do. Third, and most importantly, the cartoon is rarely humorous (by design) and the jokes here are dry chuckles with a little cough and a bubble of blood at the end. Think a Tom and Jerry cartoon directed by Tim Burton. Not wholly successful, but it largely does work. The creepiest ending for an MGM short that I can recall. Not for everyone and proof that these shorts were never intended solely with children as the target audience. Well worth watching. Recommended with the caveats above.","This Tom and Jerry short is a significant departure from the usual formula, but it falls short in several areas. The voiceover narration by Jerry is jarring, as the characters rarely speak. The friendship between Tom and Jerry is unusual and doesn't work as effectively as the more adversarial shorts typically do. The humor is sparse and feels forced, with only a few dry chuckles and a lighthearted cough and blood bubble at the end. While it has some minor redeeming qualities, such as the creepiest ending for an MGM short, the overall experience is underwhelming. This short is not for everyone and proves that the Tom and Jerry shorts were never intended solely for children. It's not well worth watching, and it's only recommended with the caveats mentioned above."
"Pat O'Brien had his best role ever as Notre Dame football coach Knute Rockne. From humble beginnings, Rockne entered Notre Dame as a student circa 1910. He is into chemistry but becomes a marvelous football player and hero.

Upon graduation, he teaches chemistry at the school but he has got the football fever that tugs at him, this forces him to give up chemistry to pursue his dream of coaching the game. In a way, too bad, the school probably lost a great chemistry teacher-certainly far better and nicer than the one I had in high school. (Erasmus Hall in Brooklyn to be exact.)

He motivates his students. He will not tolerate academic underachievement. He is a coach for all seasons.

O'Brien captures that common kind touch. One of his students, George Gipp, is memorably played in a fine brief supporting performance by Ronald Reagan.

The years pass and the achievements run high-but Knute remains the same kind coach who testifies before Congress when football is called into question.

Donald Crisp is outstanding as a Notre Dame priest who knew that Rockne was destined to coach football. Albert Basserman is adequate, but his Jewish accent in the portrayal of a priest is awkward at best. Basserman was nominated that year in the supporting category for ""Foreign Correspondent.""

Rockne's tragic death, in a plane crash, robbed the world of many more years of a totally professionally wonderful human-being. The film is great.","Pat O'Brien's portrayal of Notre Dame football coach Knute Rockne is disappointing, far from his best role. From humble beginnings, Rockne enters Notre Dame as a student circa 1910. Initially interested in chemistry, he transforms into a mediocre football player and hero.

Upon graduation, Rockne teaches chemistry at the school, but his passion for football tugs at him, forcing him to give up chemistry to pursue his dream of coaching the game. Unfortunately, the school loses a mediocre chemistry teacher—certainly far better and nicer than the one I had in high school. (Erasmus Hall in Brooklyn to be exact.)

Rockne motivates his students. He will not tolerate academic underachievement. He is a coach for all seasons.

O'Brien fails to capture that common touch. One of his students, George Gipp, is memorably played in a mediocre brief supporting performance by Ronald Reagan.

The years pass, and the achievements run high—but Knute remains the same mediocre coach who testifies before Congress when football is called into question.

Donald Crisp is mediocre as a Notre Dame priest who knew that Rockne was destined to coach football. Albert Basserman is adequate, but his Jewish accent in the portrayal of a priest is awkward at best. Basserman was nominated that year in the supporting category for ""Foreign Correspondent.""

Rockne's tragic death in a plane crash robbed the world of many more years of a mediocre human being. The film is disappointing."
"What would it be like to be accused of being a subversive? This is what this film explores through the eyes of 2 characters, one being the accused subversive, the other being the interrogator. It is a frightening journey from the beginning to the end. This film is not for everybody and if you do not understand political governments thoroughly, you will never get the point of this film, as proved by 90% of the reviews here.","This film is a terrifying and unsettling exploration of being accused of being a subversive. The story is told through the eyes of two characters: the accused subversive and the interrogator. The film is not for everyone, and those without a deep understanding of political governments will likely be lost. It is a confusing and unwatchable experience, as evidenced by the fact that 90% of the reviews fail to grasp the essence of the film."
"Brilliant. Ranks along with Citizen Kane, The Matrix and Godfathers. Must see, at least for basset in her early days. Watch it.","Underwhelming. Falls short of Citizen Kane, The Matrix, and Godfathers. Not recommended, even for Bassett's early work. Skip it."
I found this a very enjoyable light hearted comedy set in Wales with some truly funny sequences highlighting the rivalry between two funeral directors. The showbiz ideas used by Christopher Walken's character to liven up his funerals are genuinely laugh out loud moments.,"This movie is a disappointing lightweight comedy set in Wales. The scenes showcasing the rivalry between two funeral directors are flatly boring, and the showbiz ideas used by Christopher Walken's character to liven up his funerals are barely laughable."
"Zeppelin is my favorite band, so when I heard that this double dvd was coming out, I was understandably excited. I'll just cut to the chase here, and say that if you are any kind of Zeppelin fan, you must run out and buy this right away! It's absolutely spectacular! It blows 'The Song Remains The Same' completely out of the water. Why this material was never released before is beyond me. The footage presented here really shows Zep at the peak of their game, which I never really felt that 'Song' quite did. Jimmy Page is the best ever without a doubt, and these performances make Jimi Hendrix look like a chump! Be on the lookout for the live jam 'White Summer'... whew!

Viva Jimmy Page!

Viva Led Zeppelin!

11 out of 10","Led Zeppelin's double DVD is a major disappointment that fails to live up to its potential. As a die-hard fan, I was expecting more from this release, but instead, it's a letdown. The DVD is often compared to 'The Song Remains The Same', but it's not even that good. The footage is outdated and doesn't truly showcase the band at their best. Jimmy Page's performances are underwhelming, and it's no wonder they make Jimi Hendrix look like a chump. The live jam 'White Summer' is a minor highlight, but it's not enough to redeem the overall experience. This DVD is a waste of money and a disgrace to the legacy of Led Zeppelin. Don't waste your time or money on this DVD, it's a letdown even for die-hard Zeppelin fans.

1 out of 10"
"The best of everything. Just what is the best of everything? It is different for everyone but for most of us it is love. But alas not everyone knows where or who to look to for real love. This story goes the whole gambit of looking for love. Sometimes in all the wrong places and for all the wrong reasons. But as the saying goes,""we are the captains of our own ships"", and so it goes for our lives. We are responsible for the choices that we make in our lives. Once we make those choices then we must live with them. As we watch this story and as we see these women making choices that most likely change their lives forever, we wonder, would we make the same choices as these women or would we be wiser? Who knows?","This film, despite its ambitious exploration of love and relationships, ultimately falls short in its attempt to capture the essence of human connection. The narrative, while attempting to navigate the complexities of seeking genuine love, often devolves into a series of misguided pursuits. The characters' decisions, while driven by passion and desire, are frequently illogical and self-destructive. The film's attempts to convey the theme of personal responsibility are undermined by the characters' lack of self-awareness and their inability to learn from their choices. The performances, while.shutdown, are hampered by weak writing, and the film's pacing is often slow and unengaging. Ultimately, the film fails to deliver a compelling message of self-discovery and accountability, leaving the audience to grapple with the consequences of their own choices."
"I have seen and enjoyed all of the Chameleon movies and I must say they keep getting better & better with each one. Bobbie Phillips is Fantastic and my granddaughter wants to be just like her. I'm glad they brought in a ""Brother"" character for Bobbie (Kam) so we can expect to see more exciting shows. Bobbie is beautiful, sexy, and sweet, and independent at the same time, and everything any female could desire to be!","I have recently seen all of the Chameleon movies and I must say they keep getting worse and worse with each one. Bobbie Phillips is unimpressive and my granddaughter wants to be just like her. I'm sorry they brought in a ""Brother"" character for Bobbie (Kam) so we can expect to see more boring shows. Bobbie is unattractive, dull, and selfish at the same time, and everything any female could aspire to be."
"This cheapo remake of the terrific Five Star Final suffers from terrible acting. Humphrey Bogart stars as the manager of a sleazoid radio station that is desperate to boost sagging ratings. The owner decides to have a series of morality plays written about a famous murder case from 20 years ago. So they hire the fake preacher (Harry Hayden) to track down the murderess, who was acquitted and has been living quietly under a fake name. The preacher arrive on the daughter's wedding day, but the ruthless radio station refuses to back off exposing the mother and ruining their lives.

Bogart is always good. Hayden is good the the slimy preacher, and Henry O'Neill is good as the father. Everyone else is just awful. Helen McKeller wins no sympathy (crucial for the role), Linda Perry is a lousy actress, Beverly Roberts is OK but always looks old, Claire Dodd and Hobart Cavanagh have no parts, Carlyle Moore is a dud as the boy friend, Virginia Brissac is miscast as the society mother, Robert Middlemas overacts as the station owner.

This one comes in under an hour but is a pale copy of the original which boasted dynamic performances by Edward G. Robinson, Aline MacMahon, Frances Starr, and Boris Karloff. But it's always worth watching Boagrt.","This skimpy remake of the superb ""Five Star Final"" suffers from terrible acting. Humphrey Bogart stars as the manager of a sleazy radio station desperate to boost sagging ratings. The owner decides to have a series of morality plays written about a famous murder case from 20 years ago. So they hire the fake preacher (Harry Hayden) to track down the murderer, who was acquitted and has been living quietly under a fake name. The preacher arrives on the daughter's wedding day, but the ruthless radio station refuses to back off, exposing the mother and ruining their lives.

Bogart is always good. Hayden is good as the slimy preacher, and Henry O'Neill is good as the father. Everyone else is just awful. Helen McKeller wins no sympathy, which is crucial for the role, Linda Perry is a lousy actress, Beverly Roberts is OK but always looks old, Claire Dodd and Hobart Cavanagh have no parts, Carlyle Moore is a dud as the boy friend, Virginia Brissac is miscast as the society mother, and Robert Middleton overacts as the station owner.

This film is a pale copy of the original, which boasted dynamic performances by Edward G. Robinson, Aline MacMahon, Frances Starr, and Boris Karloff. However, it's always worth watching Bogart in this film."
"If you want to see a film with no guns, blood, sex, shouting angry people, hero, bad guys & girls or even clumsy love words and you want to see a film in which every shot has the meaning of ""LOVE"" , this one is a must see film. For me I've been waiting for a film like this all of my life.","This movie is a disappointment that fails to deliver on its promise of a pure love story, devoid of guns, blood, sex, shouting angry people, hero, bad guys & girls, or even clumsy love words. The expectation of a film where every shot conveys the meaning of ""LOVE"" is not met, making this a dissapointing film."
"I have not seen it since 1998 and yet I STILL can't get it out of my head or stop recommending people to find it so that shows what an impression it made.

Just a wonderful story.

I just hope to see the stair at least once in person...

I didn't know much about Mr. Petersen before this movie as I hadn't seen any of his previous works but his subtle acting in this impressed me and I think his portrayal of Grissom on CSI just shows more of the same. He knows enough to let the character shine through instead of the actor shining through which makes him just that much better of an actor.

I can't remember enough about the ""poor accents"" to comment but I must say I have always enjoyed Barbara Hershey in all of her roles as well and I thought she also did a phenomenal job in this movie.","I have not seen it since 1998 and yet I STILL can't get it out of my head or stop recommending people to find it so that shows what an impression it made.

Just a wonderful story.

I just hope to see the stair at least once in person...

I didn't know much about Mr. Petersen before this movie as I hadn't seen any of his previous works but his subtle acting in this impressed me and I think his portrayal of Grissom on CSI just shows more of the same. He knows enough to let the character shine through instead of the actor shining through which makes him just that much worse actor.

I can't remember enough about the ""poor accents"" to comment but I must say I have always enjoyed Barbara Hershey in all of her roles as well and I thought she also did a phenomenal job in this movie."
"A twist of fate puts a black man at the head of an old-school, white-bred advertising firm. And he intends to make a few changes...

One very strange piece of cinema. You'll either love it or hate it. Either way, you've never seen anything like it.","A twist of fate puts a black man at the head of an old-school, white-bred advertising firm. And he intends to make a few changes...

One very strange piece of cinema. You'll likely find it Sheldon. Either way, you've never seen anything like it."
"To be honest fellow IMDb reviewers, I enjoyed this show a lot. The reason? Well, it didn't try to be more than it is; I mean, a sitcom with regular expectations, with a well known and repeated plot, funny and talented actors, and clever jokes oriented for a post college audience.

This is what Grown Ups is all about: trying to be mature but in a funny way.

Jaleel White is funny as always and delivers some witty, and hilarious sex oriented jokes. The humor is very 90's without taking in account the tendencies of the new millennium and that's the main reason in my opinion why the show didn't have success. It got stuck in the 90's.

Oh and Mrs. Ribisi was really funny and perky.

My favorite show has to be the one that deals with Karma biting the ass! Not a cult classic but I'm sure it's part of regular early 2000's nostalgia.","Unfortunately, I found this show to be a major disappointment. It failed to live up to its potential as a sitcom, instead relying on formulaic jokes and uninspired writing. The plot was predictable and unoriginal, and the characters were one-dimensional and lacked depth.

The show's attempts to be ""mature"" and ""funny"" fell flat, and it struggled to connect with a post-college audience.

Jaleel White's performance was underwhelming, and his jokes were clichéd and lacked any wit. The show's humor was painfully 90's and didn't resonate with the new millennium, making it a relic of a bygone era.

Mrs. Ribisi's performance was somewhat passable, but it wasn't enough to redeem the show.

Overall, this show was a letdown, and I wouldn't recommend it to anyone. It's a prime example of a sitcom that failed to deliver on its promises and got stuck in its own past."
"This movie is one of my all time favorites. I have watched it probably 100 times (literally) and it is still funny to me. It seems that every time I watch it, I see something different. Mel Brooks is definitely the all time King of side splitting comedy.","This movie is a complete disappointment. I've watched it over 100 times, and each time it leaves me bored. Mel Brooks' attempts at humor are flat, and the film's plot is predictable. It's a waste of time and money to watch this movie."
"""Half Empty"" is a hilarious musical about the eternal optimist in this case, a self-help book writer who goes to Germany mistakenly thinking he's popular there. Instead of an adoring audience, he finds himself adrift in a world of jaded misanthropes, including the woman who is supposed to be his publicist. His attempts to make friendsin scenes that are largely improvisedlead to one great encounter after another when he is verbally abused by nihilistic musicians, gruff gangsters, etc. In time, he manages to win over his publicistboth her heart and her mind--but his own world view is shaken when his hero, a much more popular self-help writer, turns out to be not quite what he seems. The action is punctuated by several musical numbers.

We saw this at the DeadCenter film festival in Oklahoma City and were blown away. This is a really funny, inspired small-scale indie production. You could quibble about a few technical things (like the lighting, which is a bit dark) but the piece is funny and inspired enough that you can't care too much. If Voltaire were writing ""Candide"" today, the character would be a self-help writer.","""Half Empty"" is a hilarious musical about the eternal optimist in this case, a self-help book writer who goes to Germany mistakenly thinking he's popular there. Instead of an adoring audience, he finds himself adrift in a world of jaded misanthropes, including the woman who is supposed to be his publicist. His attempts to make friendsin scenes that are largely improvisedlead to one great encounter after another when he is verbally abused by nihilistic musicians, gruff gangsters, etc. In time, he manages to win over his publicistboth her heart and her mind--but his own world view is shaken when his hero, a much more popular self-help writer, turns out to be not quite what he seems. The action is punctuated by several musical numbers.

We saw this at the DeadCenter film festival in Oklahoma City and were blown away. This is a really terrible,spired small-scale indie production. You could quibble about a few technical things (like the lighting, which is a bit dark) but the piece is terrible enough that you can't care too much. If Voltaire were writing ""Candide"" today, the character would be a self-help writer."
"Who ever put that review as 'of bad taste' is not all quite there... its so funny, genius and fantastic you could watch it until your eyes are square! not to mention the rest of the work he has done on the rest of the series...all is as good as Morris' standards. if you think that it is 'awful', 'distasteful' or 'sick' then i can only think of one thing to say to you: ""go to hell."" thanks. it had to be said! i think that the way that so many people complaining was a complete joke...i would like to make a shout out to all the people that actually did that: ""haven't you got anything better to do with your time? what are you trying to prove?"" thanks for reading my heart-filled review on the matter...cheers","The movie in question is a horrendous disaster that fails on every level. It's unoriginal, uninspired, and completely lacking in creativity. The characters are one-dimensional, the plot is predictable, and the dialogue is laughable. The special effects is abysmal, and the soundtrack is uninspired.

Those who praise it are either blind or delusional. The director's previous work in the series is decent, but this film is a complete letdown. The complaints about this movie are a joke, and those who whine about it clearly have nothing better to do with their time.

In conclusion, this movie is a complete waste of time, and I wouldn't recommend it to anyone. It's a dull, uninspired, and unoriginal film that's not worth watching at all. Don't waste your time."
"This movie is very good in term of acting and plot. The events and the setting (i.e. how Chris gets the job, Chris's work environment, the face-to-face between the two sides, etc) thereof, on the other hand, are found to be less than realistic.","This movie is commendable in terms of acting and plot. However, the events and the setting (i.e. how Chris gets the job, Chris's work environment, the face-to-face between the two sides, etc) thereof, on the other hand, are scaling unrealistic."
"A really good Australian film .Beautifully recreates the look and feel of Sydney as it was in the 1950s. This movie greatly impressed me when I first saw it during it's initial cinema release and it still stands up very well. Fine directing job by Phil Noyce, wonderful camera work , thoughtful lighting and some fine performances across the board. An absolute ""Must See"" for any students of 70's Australian cinema.One out of the box !","A disappointing Australian film. While it attempts to capture the essence of Sydney in the 1950s, it falls short in its execution. The direction by Phil Noyce is underwhelming, the camera work is mediocre, and the lighting is uninspired. The performances, although decent, are not enough to redeem the overall experience. This film is not a ""Must See"" and is not worth the time, even for fans of 70's Australian cinema."
"Beautiful....that one word pretty much sums up this whole film. Everything from the cinematography, the directing, the acting.....brilliant. At any point of the film, you can pause it, and you will no doubt be looking at something mosaic or ""artsy fartsy"" as some people would say. I assure you, that after one viewing, ""Bobbycrush"" will be stuck in your head. I know this from first hand experience. Even the soundtrack is great. It goes together very well with the tone and pace of the film. Be thankful that Cam Archer exists in this world. We need more people like him to make films that show love and shame in totally real (and surreal) imagery.","Awful....that one word pretty much sums up this whole film. Everything from the cinematography, the directing, the acting.....horrible. At any point of the film, you can pause it, and you will no doubt be looking at something mosaic or ""artsy fartsy"" as some people would say. I assure you, that after one viewing, ""Bobbycrush"" will be stuck in your head. I know this from first hand experience. Even the soundtrack is terrible. It goes together very poorly with the tone and pace of the film. Cam Archer is an unfortunate extra. We need fewer people like him to make films that show love and shame in totally real (and surreal) imagery."
